Source Package,URL_lookaside,SHA256_lookaside,Error_lookaside,File Name,Protocol,URL_source,SHA256_source,Error_source,SHA256_match,has_error,File Extension,source_number,num_versions_uploaded_to_lookaside,status,Error_source_normalized
ibus-cangjie,https://src.fedoraproject.org/repo/pkgs/ibus-cangjie/ibus-cangjie-2.4.1.tar.xz/sha512/1b929897b5cf23ff46c593118050bac2049760b19f8ca81ad27433897a923a955f49059e85a0fb4b13c55cad291683d3adf32f4e05ad55c0682e75d61e06a74c/ibus-cangjie-2.4.1.tar.xz,a8628f6334b151dc3804eaf050746cfee145a31285e46c22f5674e92e65507c6,,ibus-cangjie-2.4.1.tar.xz,https:,https://gitlab.freedesktop.org./cangjie/ibus-cangjie/releases/download/v2.4.1/ibus-cangjie-2.4.1.tar.xz,6971a47211bc74ddbe12bc735e60403d9fd6ee16f2187e11e045e55b54106de9,,false,false,tar.xz,0,1,very_suspicious,
ibus-m17n,https://src.fedoraproject.org/repo/pkgs/ibus-m17n/ibus-m17n-1.4.31.tar.gz/sha512/06f6d412d36b13628cb2ce9d7b3a1827a19c7e7213a0579f685f791bfbe101d5e8fc80162bde1ba46ac931f3f689492d02da8c02a8e2155cddc39181416f2269/ibus-m17n-1.4.31.tar.gz,fa9427382b4365d8a0b874456d6ec60e793a3d84783b8bc640039d2c901ef74f,,ibus-m17n-1.4.31.tar.gz,https:,https://github.com/ibus/ibus-m17n/archive/1.4.31/ibus-m17n-1.4.31.tar.gz,bcbb928c78ae80ee8756911d44d7cb1925f45360c0414ee851257bb1606ebda2,,false,false,tar.gz,0,1,very_suspicious,
ibus-table-chinese,https://src.fedoraproject.org/repo/pkgs/ibus-table-chinese/ibus-table-chinese-1.8.12.tar.gz/sha512/248ec159540d46e6847925feee3b094d0e7abf045e34d337a9fe9fd5f4fbeac40e730fa7b130c0a4054664c653a56d1b6947237d68884c45db9f9cdc9e56be5d/ibus-table-chinese-1.8.12.tar.gz,954ac08ce75a26f998df642227115df0fc722bcf3374efb0749ce80a838d6a49,,ibus-table-chinese-1.8.12.tar.gz,https:,https://github.com/mike-fabian/ibus-table-chinese/archive/1.8.12.tar.gz#/ibus-table-chinese-1.8.12.tar.gz,41d9923bf207e2be6fb50813ad994eda6460af78c66c576591aac3da4c8c53a9,,false,false,tar.gz,0,6,very_suspicious,
ifstat,https://src.fedoraproject.org/repo/pkgs/ifstat/ifstat-1.1.tar.gz/md5/b655642c33a626cfe976792fbcd9b6e1/ifstat-1.1.tar.gz,8599063b7c398f9cfef7a9ec699659b25b1c14d2bc0f535aed05ce32b7d9f507,,ifstat-1.1.tar.gz,http:,http://gael.roualland.free.fr/ifstat/ifstat-1.1.tar.gz,9b0730d5c84d7ce9730647d5cb4c53e27aea76ee218cfc901662f953250de941,,false,false,tar.gz,0,1,very_suspicious,
inertiablast,https://src.fedoraproject.org/repo/pkgs/inertiablast/inertiablast-0.93.tgz/sha512/da90a178391d7d096a66b9fc11a0ea3f04d221ab19c68f976dc9f6292a4ebf53c3fa16cb1a5e59871975c570b07b5cd9f4c9f1fc074bcc937f13a47877b9dacd/inertiablast-0.93.tgz,96554481089a9061cffeb68cad15a766c4189604ab9b70c5155cdf8bd89043e0,,inertiablast-0.93.tgz,http:,http://identicalsoftware.com/inertiablast//inertiablast-0.93.tgz,1bee556903cdd88128e0c0c83e59ce2a5ef9a6a3f66125bcc0f0e89fb9c67aa7,,false,false,tgz,0,1,very_suspicious,
intel-clear-sans-fonts,https://src.fedoraproject.org/repo/pkgs/intel-clear-sans-fonts/clearsans-1.00.zip/sha512/83faebae8b1041ab16bb3c6586574374f70ad1da406ad5d20f07f14b65e00e8645c5393471cea0194b14f2c2d926d6de814f745299062a4dccef2581e6de332d/clearsans-1.00.zip,41809a296870dd7b4753d6532b4093821d61f9806281e6c053ccb11083ad1190,,clearsans-1.00.zip,https:,https://01.org/sites/default/files/downloads/clear-sans/clearsans-1.00.zip,f3d2e663689b83e8e7ccd7618db95fcf89fc61594af1e1d101d67e502dde018d,,false,false,zip,0,1,very_suspicious,
ioport,https://src.fedoraproject.org/repo/pkgs/ioport/ioport-1.2.tar.gz/md5/cb5491eb1b08de5372bbbfbff8c3eada/ioport-1.2.tar.gz,7fac1c4b61eb9411275de0e1e7d7a8c3f34166f64f16413f50741e8fce2b8dc0,,ioport-1.2.tar.gz,http:,http://et.redhat.com/~rjones/ioport/files/ioport-1.2.tar.gz,09ae4130b9c5033943e1ef912e678d4b8c357edcc8c25b348a303b5a0aa2a5b8,,false,false,tar.gz,0,1,very_suspicious,
ipcgull,https://src.fedoraproject.org/repo/pkgs/ipcgull/ipcgull-0.1.tar.gz/sha512/f22095fd84ef27ff3b9bd36b12648454e75094e6fe5751b74fb0334671c04cbcb43cb65118fd7430c2997821928c35646226f1801745e05e0f7ec83e03822e35/ipcgull-0.1.tar.gz,37ce98b20f542e74f43ccac55ba98f3566f3095ca05c5bbc182b2112b0b7f892,,ipcgull-0.1.tar.gz,https:,https://github.com/PixlOne/ipcgull/archive/v0.1/ipcgull-0.1.tar.gz,451fdeaf6e8418708e111f06e91297d9feb96d5f390634388a4d94c0e9b2fd1e,,false,false,tar.gz,0,1,very_suspicious,
ipmctl,https://src.fedoraproject.org/repo/pkgs/ipmctl/ipmctl-03.00.00.0468_with_edk2.tar.gz/sha512/0cff6e12c89dcb14c243d996aa299a2a8d630a08f84de172dbfcdc5e9c73ecf3d7512f47704f1b9a0c4541fbe31491ec9bf9ac25f1febc2433a9796049e38d4a/ipmctl-03.00.00.0468_with_edk2.tar.gz,5a1bcfbe987d7465c9caff9e24edc66aa021a22e53d87359e44e48c00896441c,,ipmctl-03.00.00.0468_with_edk2.tar.gz,https:,https://github.com/intel/ipmctl/archive/v03.00.00.0468/ipmctl-03.00.00.0468_with_edk2.tar.gz,30de3a90fd3ccc7711dc621453570cc5b47a6196d91167a90794f942d9596be1,,false,false,tar.gz,0,1,very_suspicious,
iso-country-flags,https://src.fedoraproject.org/repo/pkgs/iso-country-flags/iso-country-flags-1d382a9.tar.gz/sha512/194472b6f6777f23998f0a4790a06161d160cca77bbba74d14e6934bb48e5d88b7b8307b9f976701dd79c431ecc0c61b699c497d12692acaefcb4163a8bc1bc6/iso-country-flags-1d382a9.tar.gz,46bda5a97adc470b831d29c449baacc5836357c6eb445cc2bb3567f771214b88,,iso-country-flags-1d382a9.tar.gz,https:,https://github.com/gosquared/flags/archive/1d382a9ea87667ac59c493b8fd771f49ce837e6a/iso-country-flags-1d382a9.tar.gz,546c421bd70950890ce588ecba846ca65b005ad67b0e634f4e65fd6e1b3982b3,,false,false,tar.gz,0,1,very_suspicious,
itzam-core,https://src.fedoraproject.org/repo/pkgs/itzam-core/itzam-core-2.1.1.tar.gz/md5/5477e3b3f10cc73b84870e5c5750baa1/itzam-core-2.1.1.tar.gz,4407cd308ba1ab675ef4a99c56071ce2eabe374db05e8fbc391784466d03ae7d,,itzam-core-2.1.1.tar.gz,http:,http://www.coyotegulch.com/distfiles/itzam-core-2.1.1.tar.gz,6dc9c7fc93bb488bb0520a6c780a8d3c0fb5486a4711aca49b4c53fac7393023,,false,false,tar.gz,0,1,very_suspicious,
jakarta-el,https://src.fedoraproject.org/repo/pkgs/jakarta-el/el-ri-4.0.0.tar.gz/sha512/fc8e80430c37b3728e4b27a14e583bd3ae790f8968560d4945c802d9893f62e47a3427760b9db3ca59d44da2355d85673aa8aa50c7e91617e5e758c7381e2c10/el-ri-4.0.0.tar.gz,39d020607371113c2cc2bf1545906017989d435700cd822091aab184eca8c422,,el-ri-4.0.0.tar.gz,https:,https://github.com/eclipse-ee4j/el-ri/archive/4.0.0-RELEASE/el-ri-4.0.0.tar.gz,b45b2090f49b20d7f15b5d9c79b1df1ac674310723ffacb90408d4861f0c8f6d,,false,false,tar.gz,0,1,very_suspicious,
jakarta-interceptors,https://src.fedoraproject.org/repo/pkgs/jakarta-interceptors/interceptor-api-2.0.0.tar.gz/sha512/3f071a3c6fec7bf8cbf401edda3a34a2f5091cba4a466efe0b634b53dc3a298fd5cfa306ef99674b48ee481451edf3ab496dc28476777cba4fd1ad0d67d6ad80/interceptor-api-2.0.0.tar.gz,6d057e53450202e6c803175c8ed1e439ca6b3df242891298552248578390d590,,interceptor-api-2.0.0.tar.gz,https:,https://github.com/eclipse-ee4j/interceptor-api/archive/2.0.0-RELEASE/interceptor-api-2.0.0.tar.gz,d6a0285c77f085741d910c6794d09c8a056b6433abdf3ed4d05781b2c916d3a5,,false,false,tar.gz,0,1,very_suspicious,
jakarta-server-pages,https://src.fedoraproject.org/repo/pkgs/jakarta-server-pages/jsp-api-IMPL-2.3.6-RELEASE.tar.gz/sha512/3e1664b0f1722e4e6a0253cab76f6dfe23e92ba3088bd9bf3211b8801bb3d1fddac52bab81e5934b600fa63ebac50e30f823832ac7463957b69af491cbc0b0b7/jsp-api-IMPL-2.3.6-RELEASE.tar.gz,6c53f05a28bbb8137ded252ef724475d1f8858c718c9902d906fdf5674b21f59,,jsp-api-IMPL-2.3.6-RELEASE.tar.gz,https:,https://github.com/eclipse-ee4j/jsp-api/archive/IMPL-2.3.6-RELEASE/jsp-api-IMPL-2.3.6-RELEASE.tar.gz,2a9dad2b26e002d4295505ddc5389b6dd8af25dfff5906f814d5c94f65def085,,false,false,tar.gz,0,1,very_suspicious,
jakarta-servlet,https://src.fedoraproject.org/repo/pkgs/jakarta-servlet/servlet-api-5.0.0.tar.gz/sha512/ff6ab67d99ea06d2fdbe6ea15224009481b280deb62ae552c430d7233838d980d23ea8eb042be2344433eca7e2741d2495ceffe231ba6ab23243860a158b32db/servlet-api-5.0.0.tar.gz,240147bdde44dc6f1bd9f991b99b26559fd80e0320f28a73b5953f887ddbd9f0,,servlet-api-5.0.0.tar.gz,https:,https://github.com/eclipse-ee4j/servlet-api/archive/5.0.0-RELEASE/servlet-api-5.0.0.tar.gz,afb0cd16dce07c45ff3fb4388f9b3f32704e665f2fdbad2f18a8b29fdd46fd43,,false,false,tar.gz,0,1,very_suspicious,
jdupes,https://src.fedoraproject.org/repo/pkgs/jdupes/v1.27.3.tar.gz/sha512/423b1594a97138aede3e7fab755448ae0957f91aa87b8bdbfa875ee677a0fc7d7adc49b5a0878015df938359ee0994960b9d1615b1b5858bb87d7ab628858e13/v1.27.3.tar.gz,13bbe43d7386d76c2aff4fdff105e7545977789b9eea64e7c2f36b8d426c262e,,v1.27.3.tar.gz,https:,https://codeberg.org/jbruchon/jdupes/archive/v1.27.3.tar.gz,1c75ed30dc95b3b5024019ab2ba3f78a14835c11d5b71249aa94374fde650c16,,false,false,tar.gz,0,1,very_suspicious,
jitterentropy,https://src.fedoraproject.org/repo/pkgs/jitterentropy/jitterentropy-library-3.5.0.tar.gz/sha512/0f02777e9f2b274ed9e4524b207c3116bb4fd7d966ad757c64f7d90386dc6e380ea8b19121390ac95c3c4e777590bfa6ee21c5435469a98603fd2e77f9d27eee/jitterentropy-library-3.5.0.tar.gz,f58a643d348bb6d9d479c43f72b2ec87936708b325c24fada2e4355b24fe1e40,,jitterentropy-library-3.5.0.tar.gz,https:,https://github.com/smuellerDD/jitterentropy-library/archive/v3.5.0/jitterentropy-library-3.5.0.tar.gz,a0f7e70cf43608548fa6bac200af4b24f165d05cd915fb90093ff2bfab01ec32,,false,false,tar.gz,0,2,very_suspicious,
jomolhari-fonts,https://src.fedoraproject.org/repo/pkgs/jomolhari-fonts/jomolhari-alpha003c.zip/md5/0d03b98a7184a966815b85e7556e8bcb/jomolhari-alpha003c.zip,a2c1a18c480fc9f387fd96f5c6c4e2a87566d5eece6c62313abf6b7a4d89b54a,,jomolhari-alpha003c.zip,http:,http://chris.fynn.googlepages.com/jomolhari-alpha003c.zip,b2fdcafd573494cf87bf8618395e97d6c00a0b127f72a2f20e76364016404e9c,,false,false,zip,0,1,very_suspicious,
jpnevulator,https://src.fedoraproject.org/repo/pkgs/jpnevulator/jpnevulator-2.3.6.tgz/sha512/4c12d931151e7194cb57e1f5bd7169d155000544123aa91309296bd1dd34f11de6b3d3bad333a1263972b5a9085d8c662cedbcac89e90ff7a895a611c4b22093/jpnevulator-2.3.6.tgz,6daf3d9b5a7e0a17c1939c423c74ba116cbddce89a3dffb2ddd1859cdd175e62,,jpnevulator-2.3.6.tgz,http:,http://jpnevulator.snarl.nl/download/jpnevulator-2.3.6.tgz,4f9e1c38a23f7b15794731ee31f873f33371b9d9ea412f5404d9f008a85e803d,,false,false,tgz,0,1,very_suspicious,
jq,https://src.fedoraproject.org/repo/pkgs/jq/jq-1.7.1.tar.gz/sha512/af9c444e5306423182f467a53acdf45bb8aefa058a47f490ce16395f0aebfb7627e3843f65e96f41cd9d4b72b8ad274ab0bdb061abc6990b1158f86d2256d4ec/jq-1.7.1.tar.gz,fc75b1824aba7a954ef0886371d951c3bf4b6e0a921d1aefc553f309702d6ed1,,jq-1.7.1.tar.gz,https:,https://github.com/jqlang/jq/releases/download/jq-1.7.1/jq-1.7.1.tar.gz,478c9ca129fd2e3443fe27314b455e211e0d8c60bc8ff7df703873deeee580c2,,false,false,tar.gz,0,1,very_suspicious,
js8call,https://src.fedoraproject.org/repo/pkgs/js8call/js8call-2.2.0.tgz/sha512/65f857d38e285fa127a68ff93cfe5953e9eeffab94fffaebfab17031f15513c0c4e89f0032bee1ded2952a02d3515bf5ed2b17c33755ae1c0a583097f85be3a7/js8call-2.2.0.tgz,ebd1bc2b63078795063be7ee94d4888cdbf61ee800c5d1322ae2db653404fd31,,js8call-2.2.0.tgz,http:,http://files.js8call.com/2.2.0/js8call-2.2.0.tgz,a831d2947452a1778c6ff9c0962651f7aaeec81dc92923f09bccbc4f18973a91,,false,false,tgz,0,1,very_suspicious,
jsch-agent-proxy,https://src.fedoraproject.org/repo/pkgs/jsch-agent-proxy/jsch-agent-proxy-0.0.8.tar.gz/md5/b9f05112ce33ac73a63a14e553f7fe94/jsch-agent-proxy-0.0.8.tar.gz,40ab650e7ab9a7c63b570e6bf0529c95835ec09d213f834dc17ea292d431498e,,jsch-agent-proxy-0.0.8.tar.gz,https:,https://github.com/ymnk/jsch-agent-proxy/archive/0.0.8.tar.gz#/jsch-agent-proxy-0.0.8.tar.gz,98fc68c5299e78ccb5ddc6e5c29740d575fc7cf2dc3c86bfdb7d06b6a479380a,,false,false,tar.gz,0,1,very_suspicious,
jsmath-fonts,https://src.fedoraproject.org/repo/pkgs/jsmath-fonts/TeX-fonts-linux.tgz/md5/ec311947b2609a392b15a7a3b1e2acf3/TeX-fonts-linux.tgz,2f4ef8e13aa21fc7fede1b0d47df5d3cc4cecbe5dc107c8afbfc4563a9e8055d,,TeX-fonts-linux.tgz,http:,http://www.math.union.edu/~dpvc/jsmath/download/TeX-fonts-linux.tgz,fcc9205f7fe333b38d0bfff01b7c1a380bfd093e4b0a7582f6967d86f0fe5900,,false,false,tgz,0,1,very_suspicious,
jss,https://src.fedoraproject.org/repo/pkgs/jss/jss-5.5.0.tar.gz/sha512/bda0b4df1ef08a264525c9124a29f57945e3a24adadda609b54032d840a1c311d522e34f29bb2246d03d493d108d425a64e4826edcc8a296a2f55b1cdd8a95c0/jss-5.5.0.tar.gz,41e5da608f3cda55af69e27df3d5e6c063c6da03685c82b7b0c848a247fcdac7,,jss-5.5.0.tar.gz,https:,https://github.com/dogtagpki/jss/archive/v5.5.0/jss-5.5.0.tar.gz,624b1ff1fda357dd82cb28b36b01ecca96a7c356a70d83cc5fe217b373e1b28f,,false,false,tar.gz,0,1,very_suspicious,
kdissert,https://src.fedoraproject.org/repo/pkgs/kdissert/kdissert-1.0.7.tar.bz2/md5/88ad0d4f67bded1aac307434564215fc/kdissert-1.0.7.tar.bz2,199d35df4ef5f6e3b006710c4504fe859a390caeb3e08f5c5fc8f2dcef079c60,,kdissert-1.0.7.tar.bz2,http:,http://freehackers.org/~tnagy/kdissert/kdissert-1.0.7.tar.bz2,0bd9425b0bda5f201b166f7076ae9914749ebb112fedb01293983e282c2c99b1,,false,false,tar.bz2,0,1,very_suspicious,
kf6-kirigami,https://src.fedoraproject.org/repo/pkgs/kf6-kirigami/kirigami-6.4.0.tar.xz/sha512/6bc2473a7596d57d40ffb7a2299624945bda8c9624fe20e00d3a7dc124cf7a937fdccdf0f3aab12ae383faa32b469ebe2fb1b7576872d2f5c35d799f4914b8e6/kirigami-6.4.0.tar.xz,9b956065b192c582d8782caf8ae72f93777fee91b1004e4c838a8494e00ba871,,kirigami-6.4.0.tar.xz,https:,https://download.kde.org/stable/frameworks/6.4/kirigami-6.4.0.tar.xz,eca20cd9ce72d0eeb57bd5fba394f20d83bb4612ac4a4c23fb8ca74a93188c37,,false,false,tar.xz,0,1,very_suspicious,
kio-ftps,https://src.fedoraproject.org/repo/pkgs/kio-ftps/kio-ftps-0.2.tar.gz/md5/33c555a9eee0cdfd68ae9050f6502069/kio-ftps-0.2.tar.gz,d0c2dd2eba6b102d56ba764a6d354614dcc6aff2a3c69b7d2a3921a40ee90642,,kio-ftps-0.2.tar.gz,http:,http://download.berlios.de/kasablanca/kio-ftps-0.2.tar.gz,f133020d88667d619483b4cdc27c19e90b7785c11fef3e16d609f1ddf7def920,,false,false,tar.gz,0,1,very_suspicious,
koverartist,https://src.fedoraproject.org/repo/pkgs/koverartist/38195-koverartist_0.7.6.orig.tar.bz2/md5/c85a34755c37c1229af44cee94073556/38195-koverartist_0.7.6.orig.tar.bz2,8c7ce27f4b826c0830a5d5620ced9c721194c8b3614573072dd686509c7f8df4,,38195-koverartist_0.7.6.orig.tar.bz2,http:,http://kde-apps.org/CONTENT/content-files/38195-koverartist_0.7.6.orig.tar.bz2,aa349f72e49c09910383ce82468f8a20cb6cc0ded66c78436ae45f1bee3f9515,,false,false,tar.bz2,0,1,very_suspicious,
krb5,https://src.fedoraproject.org/repo/pkgs/krb5/krb5-1.21.3.tar.gz/sha512/87bc06607f4d95ff604169cea22180703a42d667af05f66f1569b8bd592670c42820b335e5c279e8b4f066d1e7da20f1948a1e4def7c5d295c170cbfc7f49c71/krb5-1.21.3.tar.gz,b7a4cd5ead67fb08b980b21abd150ff7217e85ea320c9ed0c6dadd304840ad35,,krb5-1.21.3.tar.gz,https:,https://web.mit.edu/kerberos/dist/krb5/1.21/krb5-1.21.3.tar.gz,6e26ce74fcef3d369e74bfe609f2c9ff75615976959f4c0e510543fc8b09615d,,false,false,tar.gz,0,1,very_suspicious,
ktls-utils,https://src.fedoraproject.org/repo/pkgs/ktls-utils/ktls-utils-0.11.tar.gz/sha512/8c3573fd839fa56db6f3b37b0a9a40668f0f3c73291635a1fa4d28659f5bac81702ce2aee86104769dda0617314271cbc117a0a70bcfb1a4697ae366466dea57/ktls-utils-0.11.tar.gz,2a09c13d301df47b1a02b8a9e6f0eb408a7d8ced88cda827d8888eb3692f7c26,,ktls-utils-0.11.tar.gz,https:,https://github.com/oracle/ktls-utils/releases/download/ktls-utils-0.11/ktls-utils-0.11.tar.gz,37262bff4e63764aa22949887a3d571c8081a0249800fcf24483214a7144f9ba,,false,false,tar.gz,0,1,very_suspicious,
langtable,https://src.fedoraproject.org/repo/pkgs/langtable/langtable-0.0.68.tar.gz/sha512/fdb06a141b1ad3f62e8f6f6e7445c88059dd03d5c053e2dcbffaec79d38f688ffb39ef9270c720084ec13135fffca601afff6a14b4ff2ceb004b9bb39b892e2b/langtable-0.0.68.tar.gz,63fbddb545629b9fa45dd0485181fd6fbeb1b6abaa25057539f4f3b0fdf5e80b,,langtable-0.0.68.tar.gz,https:,https://github.com/mike-fabian/langtable/releases/download/0.0.68/langtable-0.0.68.tar.gz,3965a4d57a066a595ea8a87f6a5295412e65a7f39dbaad95c7327d48b11799fe,,false,false,tar.gz,0,1,very_suspicious,
latencytop,https://src.fedoraproject.org/repo/pkgs/latencytop/latencytop-0.5.tar.gz/md5/73bb3371c6ee0b0e68e25289027e865c/latencytop-0.5.tar.gz,9e7f72fbea7bd918e71212a1eabaad8488d2c602205d2e3c95d62cd57e9203ef,,latencytop-0.5.tar.gz,http:,http://www.latencytop.org/download/latencytop-0.5.tar.gz,8481c451b59abbf46facdfcb9ca7f75084befc5b27bd0b9e3bc3e928a9e91477,,false,false,tar.gz,0,1,very_suspicious,
laughlin-kde-theme,https://src.fedoraproject.org/repo/pkgs/laughlin-kde-theme/laughlin-kde-theme-14.0.1.tar.bz2/md5/662db5cd4632de575881ef65354c5e00/laughlin-kde-theme-14.0.1.tar.bz2,20771ef0c4e13e79b1d7c30e03def4f3ff6fc887778f6b8d610c6480c7a37747,,laughlin-kde-theme-14.0.1.tar.bz2,https:,https://fedorahosted.org/releases/f/e/fedora-kde-artwork/laughlin-kde-theme-14.0.1.tar.bz2,eac6da40fef35ab40fbdd70d5469d088d1313454466be695d03408de1c97cd45,,false,false,tar.bz2,0,1,very_suspicious,
ldapjdk,https://src.fedoraproject.org/repo/pkgs/ldapjdk/ldap-sdk-5.5.0.tar.gz/sha512/8f3502a731cfd8275664bdef5413db2fadcb80252b847cd5835de4ff6ba75e975c65aa4ea068ae18d35ecfeccf086a113c2763cf3160144e12b4c58c9b698d59/ldap-sdk-5.5.0.tar.gz,bfa4a070ae225473d3925ea4bec71108cfdb26e523d9881efd7fd6e6eb2b5e36,,ldap-sdk-5.5.0.tar.gz,https:,https://github.com/dogtagpki/ldap-sdk/archive/v5.5.0/ldap-sdk-5.5.0.tar.gz,e0dc991579ef87fedefc657d0ad27c82aef9197d19baf006a4877be51e6fc158,,false,false,tar.gz,0,1,very_suspicious,
leonidas-kde-theme,https://src.fedoraproject.org/repo/pkgs/leonidas-kde-theme/leonidas-kde-theme-11.0.3.tar.bz2/md5/b000fdd9080bfe87535e735dbc1b5edc/leonidas-kde-theme-11.0.3.tar.bz2,2875c94b0581f5c628b4f50c0d1aaf8930e524661604e58fc2a1c31c31ed8001,,leonidas-kde-theme-11.0.3.tar.bz2,https:,https://fedorahosted.org/releases/f/e/fedora-kde-artwork/leonidas-kde-theme-11.0.3.tar.bz2,ca44ccc5980c6b793e35818867f76850a70a6f75317fd0ee5ff65a3abcdbe500,,false,false,tar.bz2,0,1,very_suspicious,
lib3270,https://src.fedoraproject.org/repo/pkgs/lib3270/lib3270-5.4.tar.gz/sha512/b96567a681a086f265eeba96db6336ad1bc2d52ece4dd24297280adb661bcb2faf07373b73ef7b06a4096e74b54aadb507e42e61dfa9a0280414c0b179c24227/lib3270-5.4.tar.gz,185c8da04845547b6c6cd09716b7b387965961ae51efe85014cdc00dac4817b1,,lib3270-5.4.tar.gz,https:,https://github.com/PerryWerneck/lib3270/archive/5.4/lib3270-5.4.tar.gz,d7e0c74917ad0533daea200823b1c28e4e1ceda174db683716e0934b71ed303a,,false,false,tar.gz,0,1,very_suspicious,
libQGLViewer,https://src.fedoraproject.org/repo/pkgs/libQGLViewer/libQGLViewer-2.9.1.tar.gz/sha512/aa6f809756024c129e131b1823b45f5bb27affff4ab1a17ae93e9c6f23f2966928259c3bf5ac562399a5329aa1f2ee8cb495ab7416e9b499463dce2c0bcc6b5e/libQGLViewer-2.9.1.tar.gz,278f832a0b2d3efbe0d6952119dfbc6058790b7a0f1876909837cb673ce43ff3,,libQGLViewer-2.9.1.tar.gz,http:,http://www.libqglviewer.com/src/libQGLViewer-2.9.1.tar.gz,30795ed9e3a1991dc00982782f4e92a6bfa5c4df4dcd1a93cc075f97e7d010fd,,false,false,tar.gz,0,1,very_suspicious,
libaesgm,https://src.fedoraproject.org/repo/pkgs/libaesgm/aes-src-29-04-09.zip/md5/016be360321fea28358f3aa83ab135b2/aes-src-29-04-09.zip,0b6d09c741dcd1c100cdcdd8b5f5bf85cfe54bdd7bea1f96916c2471280ddf03,,aes-src-29-04-09.zip,http:,http://gladman.plushost.co.uk/oldsite/AES/aes-src-29-04-09.zip,837e90d4b67ecfd9f9ed6bdbe93eed223080b87bd7eda21a0c7be8f0545b79bd,,false,false,zip,0,1,very_suspicious,
libahp-gt,https://src.fedoraproject.org/repo/pkgs/libahp-gt/libahp-gt-1.6.5.tar.gz/sha512/61a0d64508a7127414b06021c5dc93ceb02ed304ab2fc1b6b383ffc5b3189d6ecd3fa7a3da77e6742c3cddd707eea07858bf5f6f115d83e0578c66232c686b9b/libahp-gt-1.6.5.tar.gz,ab0dab82ecbf02b73ce8eafb95bbf5ba176424a578e54f7c7480cf9bddd1f032,,libahp-gt-1.6.5.tar.gz,https:,https://github.com/ahp-electronics/libahp-gt/archive/v1.6.5/libahp-gt-1.6.5.tar.gz,2bf5b6861e2b7d4c15c2ac0ef6e8e4b6b78c03b363450ce5a41d96904dd2df4b,,false,false,tar.gz,0,1,very_suspicious,
libcangjie,https://src.fedoraproject.org/repo/pkgs/libcangjie/libcangjie-1.3.2.tar.xz/sha512/540da88932ad961bdd0bf8c81a33c910f84bb546e0c04f6d26d2557da241bc69e14715c6e596f7ebee015e6409ed84401c7802b2f10200c3827a14c045f26e97/libcangjie-1.3.2.tar.xz,bcc7d09c64f6eee5fc00cc00ef05ecb484720048095584bebd12da1f874200c7,,libcangjie-1.3.2.tar.xz,https:,https://gitlab.freedesktop.org/cangjie/libcangjie/releases/download/v1.3.2/libcangjie-1.3.2.tar.xz,6f2f80b3d139a20146fa035d89ff19b5c23daf1239396aadd2d5be9cb0529894,,false,false,tar.xz,0,1,very_suspicious,
libfilezilla,https://src.fedoraproject.org/repo/pkgs/libfilezilla/libfilezilla-0.48.1.tar.xz/sha512/44881abbed985eabe0b5a19c6a2fc5f39c5258b49633eae79c7498c5c96583b24883ddce66b9ab7fafdaab7657092edc5da8e5d3b604897b76c02038fa4cd482/libfilezilla-0.48.1.tar.xz,4eea8abd456096625893b707e8db6c949e6f0466136c51c0b8ce58b5f8ef1e43,,libfilezilla-0.48.1.tar.xz,https:,https://download.filezilla-project.org/libfilezilla/libfilezilla-0.48.1.tar.xz,5ae89083d1126ae977c096fe70a2ee393fc7fe4db22f9ffd40e0458aaaaf1143,,false,false,tar.xz,0,1,very_suspicious,
libgamerzilla,https://src.fedoraproject.org/repo/pkgs/libgamerzilla/libgamerzilla-0.1.3.tgz/sha512/662ee72285d995d5aea5df873a45074a926fcb8609a6a894cf1bd0d0c130445e7690341dcec44ec245e4d5aa82ab65e2337e56f8149498620e30536fc13a5469/libgamerzilla-0.1.3.tgz,2654ddd64ab243e1424d44b8f293daec1eab442809dd85b763ce70a58aa641e4,,libgamerzilla-0.1.3.tgz,http:,http://www.identicalsoftware.com/gamerzilla/libgamerzilla-0.1.3.tgz,5bd555c82585b893546965f3f502ef381a238c564ede9b3f3a729c957ebab112,,false,false,tgz,0,1,very_suspicious,
libid3tag,https://src.fedoraproject.org/repo/pkgs/libid3tag/libid3tag-0.16.3.tar.gz/sha512/c20dc32421f54a39cd783b2c11ee5b3748842815d4fecb3bc6fec8f22560fb6900d092bcbc6b2b818312383c233fcd54cb52c8fc1930e2141ee4677b524d9a58/libid3tag-0.16.3.tar.gz,3b65150454818e3e46d113891e0e0c335516315c51f80d87565f6124b892bff4,,libid3tag-0.16.3.tar.gz,https:,https://codeberg.org/tenacityteam/libid3tag/archive/0.16.3.tar.gz#/libid3tag-0.16.3.tar.gz,0561009778513a95d91dac33cee8418d6622f710450a7cb56a74636d53b588cb,,false,false,tar.gz,0,1,very_suspicious,
libiec61883,https://src.fedoraproject.org/repo/pkgs/libiec61883/libiec61883-1.2.0.tar.gz/md5/8af39fff74988073c3ad53fbab147da9/libiec61883-1.2.0.tar.gz,7c7879c6b9add3148baea697dfbfdcefffbc8ac74e8e6bcf46125ec1d21b373a,,libiec61883-1.2.0.tar.gz,http:,http://www.kernel.org/pub/linux/libs/ieee1394/libiec61883-1.2.0.tar.gz,594dbdd4e391d8a4df740db573681b288eee0366e443e5d465febbefd24a5a32,,false,false,tar.gz,0,1,very_suspicious,
